Verse,Text
Prov 12:27,lō  yaḥărōk  rəmiyyā  ṣêdô  wə hôn  ʔādām  yāqār  ḥārûṣ
Ps 37:3,bəṭaḥ  ba yhwāh  wa ʕăśē  ṭôb  šəkon  ʔereṣ  û rəʕē  ʔĕmûnā
Jer 36:3,ʔûlay  yišməʕû  bêt  yəhûdā  ʔēt  kol  hā rāʕā  ʔăšer  ʔānōkî  ḥōšēb  la ʕăśôt  lāhem  ləmaʕan  yāšûbû  ʔîš  mi darkô  hā rāʕā  wə sālaḥtî  la ʕăwōnām  û lə ḥaṭṭātām
Jer 7:28,wə ʔāmartā  ʔălêhem  zê  ha gôy  ʔăšer  lô  šāməʕû  bə qôl  yəhwāh  ʔĕlōhāʸw  wə lō  lāqəḥû  mûsār  ʔābədā  hā ʔĕmûnā  wə nikrətā  mi pîhem
Deut 14:11,kol  ṣippôr  ṭəhōrā  tōkēlû
Ezek 34:4,ʔet  ha naḥlôt  lō  ḥizzaqtem  wə ʔet  ha ḥôlā  lō  rippētem  wə la  nišberet  lō  ḥăbaštem  wə ʔet  ha niddaḥat  lō  hăšēbōtem  wə ʔet  hā ʔōbedet  lō  biqqaštem  û bə ḥozqā  rədîtem  ʔōtām  û bə pārek
Isa 65:3,hā ʕām  ha makʕîsîm  ʔôtî  ʕal  pānay  tāmîd  zōbəḥîm  ba  gannôt  û məqaṭṭərîm  ʕal  ha ləbēnîm
Gen 41:49,wa yiṣbōr  yôsēp  bār  kə ḥôl  ha yom  harbē  məʔōd  ʕad  kî  ḥādal  li səppōr  kî  ʔên  mispār
Num 21:25,wa yiqqaḥ  yiśrāʔēl  ʔēt  kol  he ʕārîm  hā ʔēllê  wa yēšeb  yiśrāʔēl  bə kol  ʕārê  hā ʔĕmōrî  bə ḥešbôn  û bə kol  bənōtêhā
Prov 14:30,ḥayyê  bśārîm  lēb  marpē  û rəqab  ʕăṣāmôt  qinʔā
Gen 40:23,wə lō  zākar  śar  ha mašqîm  ʔet  yôsēp  wa yiškāḥēhû
Lev 10:13,wa ʔăkaltem  ʔōtāh  bə māqôm  qādōš  kî  ḥoqəkā  wə ḥoq  bānêkā  hiw  mē ʔiššê  yəhwāh  kî  kēn  ṣuwwêtî
Deut 2:14,wə ha yāmîm  ʔăšer  hālaknû  mi qādēš barnēaʕ  ʕad  ʔăšer  ʕābarnû  ʔet  naḥal  zered  šəlōšîm  û šəmōnê  šānā  ʕad  tōm  kol  ha dôr  ʔanšê  ha milḥāmā  mi qereb  ha maḥănê  ka ʔăšer  nišbaʕ  yəhwāh  lāhem
Neh 13:7,wā ʔābô  li yrûšālāim  wā ʔābînā  bā  rāʕā  ʔăšer  ʕāśā  ʔelyāšîb  lə ṭôbiyyā  la ʕăśôt  lô  niškā  bə ḥaṣrê  bêt  hā ʔĕlōhîm
Gen 47:3,wa yōmer  parʕō  ʔel  ʔeḥāʸw  mah  maʕăśêkem  wa yōmərû  ʔel  parʕō  rōʕē  ṣōn  ʕăbādêkā  gam  ʔănaḥnû  gam  ʔăbôtênû
Amos 6:14,kî  hinnî  mēqîm  ʕălêkem  bêt  yiśrāʔēl  nəʔum  yəhwāh  ʔĕlōhê  ha ṣəbāʔôt  gôy  wə lāḥăṣû  ʔetəkem  mi lə bô  ḥămāt  ʕad  naḥal  hā ʕărābā
Gen 10:22,bənê  šēm  ʕêlām  wə ʔaššûr  wə ʔarpakšad  wə lûd  wa ʔărām
2 Sam 12:2,lə ʕāšîr  hāyā  ṣōn  û bāqār  harbē  məʔōd
2 Chr 20:10,wə ʕattā  hinnē  bənê  ʕammôn  û môʔāb  wə har  śēʕîr  ʔăšer  lō  nātattā  lə yiśrāʔēl  lā bô  bāhem  bə bōʔām  mē ʔereṣ  miṣrāyim  kî  sārû  mē ʕălêhem  wə lō  hišmîdûm
2 Sam 20:9,wa yōmer  yôʔāb  la ʕămāśā  hă šālôm  ʔattā  ʔāḥî  wa tōḥez  yad  yəmîn  yôʔāb  bi zəqan  ʕămāśā  li nəšoq  lô
Josh 17:11,wa yəhî  li mənaššê  bə yiśśāŝkār  û bə ʔāšēr  bêt šəʔān  û bənôtêhā  wə yibləʕām  û bənôtêhā  wə ʔet  yōšəbê  dōr  û bənôtêhā  wə yōšəbê  ʕên dōr  û bənōtêhā  wə yōšəbê  taʕnak  û bənōtêhā  wə yōšəbê  məgiddô  û bənôtêhā  šəlōšet  ha nāpet
Ps 26:3,kî  ḥasdəkā  lə neged  ʕênāy  w hithallaktî  ba ʔămittekā
Hag 1:4,ha ʕēt  lākem  ʔattem  lā šebet  bə bāttêkem  səpûnîm  wə ha bayit  ha zê  ḥārēb
Ps 129:2,rabbat  ṣərārûnî  mi nəʕûrāy  gam  lō  yākəlû  lî
Job 32:4,we ʔĕlîhû  ḥikkā  ʔet  ʔiyyôb  bi dəbārîm  kî  zəqēnîm  hēmmā  mimmennû  lə yāmîm
2 Chr 28:21,kî  ḥālaq  ʔāḥāz  ʔet  bêt  yəhwāh  wə ʔet  bêt  ha melek  wə ha śārîm  wa yittēn  lə melek  ʔaššûr  wə lō  lə ʕezrā  lô
Ps 25:14,sôd  yhwāh  li yrēʔāʸw  û bərîtô  lə hôdîʕām
1 Chr 8:2,nôḥā  hā rəbîʕî  wə rāpā  ha ḥămîšî
Ezek 16:2,ben  ʔādām  hôdaʕ  ʔet  yərûšālaim  ʔet  tôʕăbōtêhā
Neh 9:14,wə ʔet  šabbat  qodšəkā  hôdaʕatā  lāhem  û miṣwôt  wə ḥuqqîm  wə tôrā  ṣiwwîtā  lāhem  bə yad  mōšê  ʕabdekā
Jer 51:4,wə nāpəlû  ḥălālîm  bə ʔereṣ  kaśdîm  û məduqqārîm  bə ḥûṣôtêhā
Job 40:14,wə gam  ʔănî  ʔôdekkā  kî  tôšiaʕ  ləkā  yəmînekā
Gen 41:37,wa yîṭab  ha dābār  bə ʕênê  parʕō  û bə ʕênê  kol  ʕăbādāʸw
Ps 70:4,yāšûbû  ʕal  ʕēqeb  boštām  hā ʔōmərîm  heʔāḥ  heʔāḥ
Prov 27:6,neʔĕmānîm  piṣʕê  ʔôhēb  w naʕtārôt  nəšîqôt  śônē
Isa 36:21,wa yaḥărîšû  wə lō  ʕānû  ʔōtô  dābār  kî  miṣwat  ha melek  hî  lē ʔmōr  lō  taʕănuhû
1 Sam 16:11,wa yōmer  šəmûʔēl  ʔel  yišay  hă tammû  ha nəʕārîm  wa yōmer  ʕôd  šāʔar  ha qāṭān  wə hinnē  rōʕê  ba  ṣōn  wa yōmer  šəmûʔēl  ʔel  yišay  šilḥā  wə qāḥennû  kî  lō  nāsōb  ʕad  bōʔô  pō
1 Kgs 18:46,wə yad  yəhwāh  hāyətā  ʔel  ʔēliyyāhû  wa yəšannēs  motnāʸw  wa yāroṣ  li pənê  ʔaḥʔāb  ʕad  bōʔăkā  yizrəʕelā
Ezek 35:8,û millētî  ʔet  hārāʸw  ḥălālāʸw  gibʕôtêkā  wə gēʔôtêkā  wə kol  ʔăpîqêkā  ḥallê  ḥereb  yippəlû  bāhem
Ps 119:85,kārû  lî  zēdîm  šîḥôt  ʔăšer  lō  kə tôrātekā
Ps 72:17,yəhî  šəmô  lə ʕôlām  li pənê  šemeš  yinnôn  šəmô  wə yitbārəkû  bô  kol  gôyim  yəʔaššərûhû
1 Sam 28:21,wa tābô  hā ʔiššā  ʔel  šāʔûl  wa tēre  kî  nibhal  məʔōd  wa tōmer  ʔēlāʸw  hinnē  šāməʕā  šipḥātəkā  bə qôlekā  wā ʔāśîm  napšî  bə kappî  wā ʔešmaʕ  ʔet  dəbārêkā  ʔăšer  dibbartā  ʔēlāy
Ezra 2:52,bənê  baṣlût  bənê  məḥîdā  bənê  ḥaršā
Deut 7:18,lō  tîrā  mēhem  zākōr  tizkōr  ʔēt  ʔăšer  ʕāśā  yəhwāh  ʔĕlōhêkā  lə parʕō  û lə kol  miṣrāyim
Josh 4:1,wa yəhî  ka ʔăšer  tammû  kol  ha gôy  la ʕăbôr  ʔet  ha yardēn wa yōmer  yəhwāh  ʔel  yəhôšuaʕ  lē ʔmōr
2 Sam 19:32,û barzillay  ha gilʕādî  yārad  mē rōgəlîm  wa yaʕăbōr  ʔet  ha melek  ha yardēn  lə šalləḥô  ʔet  ha yardēn
Num 7:73,qorbānô  qaʕărat  kesep  ʔaḥat  šəlōšîm  û mēʔā  mišqālāh  mizrāq  ʔeḥād  kesep  šibʕîm  šeqel  bə šeqel  ha qōdeš  šənêhem  məlēʔîm  sōlet  bəlûlā  ba  šemen  lə minḥā
Ps 38:3,kî  ḥiṣṣêkā  niḥătû  bî  wa tinḥat  ʕālay  yādekā
Josh 11:19,lō  hāyətā  ʕîr  ʔăšer  hišlîmā  ʔel  bənê  yiśrāʔēl  biltî  ha ḥiwwî  yōšəbê  gibʕôn  ʔet  ha kōl  lāqəḥû  ba  milḥāmā
Job 29:4,ka ʔăšer  hāyîtî  bi ymê  ḥorpî  bə sôd  ʔĕlôah  ʕălê  ʔohᵒlî
2 Chr 3:10,wa yaʕaś  bə bêt  qōdeš  ha qᵒdāšîm  kərûbîm  šənayim  maʕăśē  ṣaʕăṣuʕîm  wa yəṣappû  ʔōtām  zāhāb
Nah 1:4,gôʕēr  ba  yom  wa yabbəšēhû  wə kol  ha nəhārôt  heḥĕrîb  ʔumlal  bāšān  wə karmel  û peraḥ  ləbānôn  ʔumlāl
1 Sam 25:41,wa tāqom  wa tištaḥû  ʔappayim  ʔārəṣā  wa tōmer  hinnē  ʔămātəkā  lə šipḥā  li rəḥōṣ  raglê  ʕabədê  ʔădōnî
Josh 24:30,wa yiqbərû  ʔōtô  bi gəbûl  naḥălātô  bə timnat seraḥ  ʔăšer  bə har  ʔeprāyim  mi ṣəpôn  lə har  gāʕaš
2 Chr 10:11,wə ʕattā  ʔābî  heʕmîs  ʕălêkem  ʕōl  kābēd  wa ʔănî  ʔōsîp  ʕal  ʕulləkem  ʔābî  yissar  ʔetəkem  ba  šôṭîm  wa ʔănî  bā  ʕăqrabbîm
Eccl 11:8,kî  ʔim  šānîm  harbē  yiḥyê  hā ʔādām  bə kullām  yiśmāḥ  wə yizkōr  ʔet  yəmê  ha ḥōšek  kî  harbē  yihyû  kol  še bā  hābel
Ps 16:8,šiwwîtî  yəhwāh  lə negdî  tāmîd  kî  mi ymînî  bal  ʔemmôṭ
Ps 107:4,tāʕû  ba  midbār  bi yšîmôn  dārek  ʕîr  môšāb  lō  māṣāʔû
Gen 45:21,wa yaʕăśû  kēn  bənê  yiśrāʔēl  wa yittēn  lāhem  yôsēp  ʕăgālôt  ʕal  pî  parʕō  wa yittēn  lāhem  ṣēdā  la  dārek
1 Sam 21:1,wa yāqom  wa yēlak  wi yhônātān  bā  hā ʕîr
Num 2:30,û ṣəbāʔô  û pəqudêhem  šəlōšā  wa ḥămiššîm  ʔelep  wə ʔarbaʕ  mēʔôt
Jer 18:5,wa yəhî  dəbar  yəhwāh  ʔēlay  lē ʔmôr
Josh 2:4,wa tiqqaḥ  hā ʔiššā  ʔet  šənê  hā ʔănāšîm  wa tiṣpənô  wa tōmer  kēn  bāʔû  ʔēlay  hā ʔănāšîm  wə lō  yādaʕtî  mē ʔayin  hēmmā
Ps 10:10,yidkê  yāšōaḥ  wə nāpal  ba ʕăṣûmāʸw  ḥêl  kāʔîm
Num 32:40,wa yittēn  mōšê  ʔet  ha gilʕād  lə mākîr  ben  mənaššê  wa yēšeb  bāh
Num 26:22,ʔēllê  mišpəḥōt  yəhûdā  li pəqudêhem  šiššā  wə šibʕîm  ʔelep  wa ḥămēš  mēʔôt
2 Chr 35:10,wa tikkôn  hā ʕăbôdā  wa yaʕamədû  ha kōhănîm  ʕal  ʕāmədām  wə ha ləwiyyim  ʕal  maḥləqôtām  kə miṣwat  ha melek
Ps 44:6,bəkā  ṣārênû  nənaggēaḥ  bə šiməkā  nābûs  qāmênû
Num 4:47,mi ben  šəlōšîm  šānā  wā maʕlā  wə ʕad  ben  ḥămiššîm  šānā  kol  ha bā  la ʕăbōd  ʕăbōdat  ʕăbōdā  wa ʕăbōdat  maśśā  bə ʔōhel  môʕēd
1 Kgs 5:31,wa yəṣaw  ha melek  wa yassiʕû  ʔăbānîm  gədōlôt  ʔăbānîm  yəqārôt  lə yassēd  ha bāyit  ʔabnê  gāzît
Deut 32:40,kî  ʔeśśā  ʔel  šāmayim  yādî  wə ʔāmartî  ḥay  ʔānōkî  lə ʕōlām
Gen 24:61,wa tāqom  ribqā  wə naʕărōtêhā  wa tirkabnā  ʕal  ha gəmallîm  wa tēlaknā  ʔaḥărê  hā ʔîš  wa yiqqaḥ  hā ʕebed  ʔet  ribqā  wa yēlak
Hos 6:11,gam  yəhûdā  šāt  qāṣîr  lāk  bə šûbî  šəbût  ʕammî
2 Chr 1:3,wa yēləkû  šəlōmō  wə kol  ha qāhāl  ʕimmô  la  bāmoh  ʔăšer  bə gibʕôn  kî  šām  hāyā  ʔōhel  môʕēd  hā ʔĕlōhîm  ʔăšer  ʕāśā  mōšê  ʕebed  yəhwāh  ba  midbār
Prov 17:7,lō  nāwā  lə nābāl  śəpat  yeter  ʔap  kî  lə nādîb  śəpat  šāqer
Jer 7:31,û bānû  bāmôt  ha tōpet  ʔăšer  bə gê  ben hinnōm  li śərōp  ʔet  bənêhem  wə ʔet  bənōtêhem  bā  ʔēš  ʔăšer  lō  ṣiwwîtî  wə lō  ʕālətā  ʕal  libbî
1 Sam 28:13,wa yōmer  lāh  ha melek  ʔal  tîrəʔî  kî  mā  rāʔît  wa tōmer  hā ʔiššā  ʔel  šāʔûl  ʔĕlōhîm  rāʔîtî  ʕōlîm  min  hā ʔāreṣ
Neh 5:7,wa yimmālēk  libbî  ʕālay  wā ʔārîbā  ʔet  ha ḥōrîm  wə ʔet  ha səgānîm  wā ʔōmərā  lāhem  maššā  ʔîš  bə ʔāḥiʸw  ʔattem  nōšîm  wā ʔettēn  ʕălêhem  qəhillā  gədôlā
Ezek 40:30,wə ʔēlammôt  sābîb  sābîb  ʔōrek  ḥāmēš  wə ʕeśrîm  ʔammā  wə rōḥab  ḥāmēš  ʔammôt
Deut 15:8,kî  pātōaḥ  tiptaḥ  ʔet  yādəkā  lô  wə haʕăbēṭ  taʕăbîṭennû  dê  maḥsōrô  ʔăšer  yeḥsar  lô
1 Sam 4:6,wa yišməʕû  pəlištîm  ʔet  qôl  ha tərûʕā  wa yōmərû  mê  qôl  ha tərûʕā  ha gədôlā  ha zōt  bə maḥănē  hā ʕibrîm  wa yēdəʕû  kî  ʔărôn  yəhwāh  bā  ʔel  ha maḥănê
Esth 9:12,wa yōmer  ha melek  lə ʔestēr  ha malkā  bə šûšan  ha bîrā  hārəgû  ha yəhûdîm  wə ʔabbēd  ḥămēš  mēʔôt  ʔîš  wə ʔēt  ʕăśeret  bənê  hāmān  bi šəʔār  mədînôt  ha melek  mê  ʕāśû  û mah  šəʔēlātēk  wə yinnātēn  lāk  û mah  baqqāšātēk  ʕôd  wə tēʕāś
Job 7:8,lō  tšûrēnî  ʕên  rōʔî  ʕênêkā  bî  wə ʔênennî
Isa 49:10,lō  yirʕābû  wə lō  yiṣmāʔû  wə lō  yakkēm  šārāb  wā šāmeš  kî  məraḥămām  yənahăgēm  wə ʕal  mabbûʕê  mayim  yənahălēm
Ezek 18:2,mah  lākem  ʔattem  mōšəlîm  ʔet  ha māšāl  ha zê  ʕal  ʔadmat  yiśrāʔēl  lē ʔmōr  ʔābôt  yōkəlû  bōser  wə šinnê  ha bānîm  tiqhênā
Ps 22:32,yābōʔû  wə yaggîdû  ṣidqātô  lə ʕam  nôlād  kî  ʕāśā
Josh 12:21,melek  taʕnak  ʔeḥād  melek  məgiddô  ʔeḥād
Jer 7:29,gozzî  nizrēk  wə hašlîkî  û śəʔî  ʕal  šəpāyim  qînā  kî  māʔas  yəhwāh  wa yiṭṭōš  ʔet  dôr  ʕebrātô
Isa 28:28,leḥem  yûdāq  kî  lō  lā neṣaḥ  ʔādôš  yədûšennû  wə hāmam  gilgal  ʕeglātô  û pārāšāʸw  lō  yəduqqennû
Lev 4:15,wə sāməkû  ziqnê  hā ʕēdā  ʔet  yədêhem  ʕal  rōš  ha pār  li pənê  yəhwāh  wə šāḥaṭ  ʔet  ha pār  li pənê  yəhwāh
2 Chr 13:15,wa yārîʕû  ʔîš  yəhûdā  wa yəhî  bə hārîaʕ  ʔîš  yəhûdā  wə hā ʔĕlōhîm  nāgap  ʔet  yārobʕām  wə kol  yiśrāʔēl  li pənê  ʔăbiyyā  wi yhûdā
1 Chr 6:5,lə gērəšôm  libnî  bənô  yaḥat  bənô  zimmā  bənô
Exod 39:25,wa yaʕăśû  paʕămōnê  zāhāb  ṭāhôr  wa yittənû  ʔet  ha paʕămōnîm  bə tôk  hā rimmōnîm  ʕal  šûlê  ha məʕîl  sābîb  bə tôk  hā rimmōnîm
Isa 49:9,lē ʔmōr  la ʔăsûrîm  ṣēʔû  la ʔăšer  ba  ḥōšek  higgālû  ʕal  dərākîm  yirʕû  û bə kol  šəpāyîm  marʕîtām
Ezek 26:18,ʕattā  yeḥrədû  hā ʔiyyin  yôm  mappaltēk  wə nibhălû  hā ʔiyyîm  ʔăšer  ba  yom  mi ṣētēk
Ps 109:14,yizzākēr  ʕăwōn  ʔăbōtāʸw  ʔel  yəhwāh  wə ḥaṭṭat  ʔimmô  ʔal  timmāḥ
2 Chr 36:16,wa yihyû  malʕibîm  bə malʔăkê  hā ʔĕlōhîm  û bôzîm  dəbārāʸw  û mittaʕtəʕîm  bi nəbiʔāʸw  ʕad  ʕălôt  ḥămat  yəhwāh  bə ʕammô  ʕad  lə ʔên  marpē
Jer 48:22,wə ʕal  dîbôn  wə ʕal  nəbô  wə ʕal  bêt diblātāyim
Micah 3:9,šimʕû  nā  zōt  rāšê  bêt  yaʕăqōb  û qəṣînê  bêt  yiśrāʔēl  ha mătaʕăbîm  mišpāṭ  wə ʔēt  kol  ha yəšārā  yəʕaqqēšû
Job 22:16,ʔăšer  qumməṭû  wə lō  ʕēt  nāhār  yûṣaq  yəsôdām
Job 20:28,yigel  yəbûl  bêtô  niggārôt  bə yôm  ʔappô
Jer 36:7,ʔûlay  tippōl  təḥinnātām  li pənê  yəhwāh  wə yāšubû  ʔîš  mi darkô  hā rāʕā  kî  gādôl  hā ʔap  wə ha ḥēmā  ʔăšer  dibber  yəhwāh  ʔel  hā ʕām  ha zê
Lev 7:37,zōt  ha tôrā  lā  ʕōlā  la  minḥā  wə la  ḥaṭṭāt  wə lā  ʔāšām  wə la  millûʔîm  û lə zebaḥ  ha šəlāmîm
Ruth 3:14,wa tiškab  margəlōtāʸw  ʕad  ha bōqer  wa tāqom  bə ṭerem  yakkîr  ʔîš  ʔet  rēʕēhû  wa yōmer  ʔal  yiwwādaʕ  kî  bāʔā  hā ʔiššā  ha gōren
Gen 49:33,wa yəkal  yaʕăqōb  lə ṣawwōt  ʔet  bānāʸw  wa yeʔĕsōp  raglāʸw  ʔel  ha miṭṭā  wa yigwaʕ  wa yēʔāsep  ʔel  ʕammāʸw
Ps 71:1,bəkā  yəhwāh  ḥāsîtî  ʔal  ʔēbôšā  lə ʕôlām
Isa 22:20,wə hāyā  ba  yôm  ha hû  wə qārātî  lə ʕabdî  lə ʔelyāqîm  ben  ḥilqiyyāhû
Hos 7:5,yôm  malkēnû  heḥĕlû  śārîm  ḥămat  mi yāyin  māšak  yādô  ʔet  lōṣəṣîm
Exod 22:16,ʔim  māʔēn  yəmāʔēn  ʔābîhā  lə tittāh  lô  kesep  yišqōl  kə mōhar  ha bətûlōt
Jer 15:17,lō  yāšabtî  bə sôd  məśaḥăqîm  wā ʔeʕlōz  mi pənê  yādəkā  bādād  yāšabtî  kî  zaʕam  millētānî
Ps 33:18,hinnē  ʕên  yhwāh  ʔel  yərēʔāʸw  la  məyaḥălîm  lə ḥasdô
Exod 5:16,teben  ʔên  nittān  la ʕăbādêkā  û ləbēnîm  ʔōmərîm  lānû  ʕăśû  wə hinnē  ʕăbādêkā  mukkîm  wə ḥāṭāt  ʕammekā
Num 36:10,ka ʔăšer  ṣiwwā  yəhwāh  ʔet  mōšê  kēn  ʕāśû  bənôt  ṣəlopḥād
Gen 27:3,wə ʕattā  śā  nā  kēlêkā  telyəkā  wə qaštekā  wə ṣē  ha śādê  wə ṣûdā  lî  ṣāyid
Ezek 32:24,šām  ʕêlām  wə kol  hămônāh  səbîbôt  qəburātāh  kullām  ḥălālîm  ha nōpəlîm  ba  ḥereb  ʔăšer  yārədû  ʕărēlîm  ʔel  ʔereṣ  taḥtiyyôt  ʔăšer  nātənû  ḥittîtām  bə ʔereṣ  ḥayyîm  wa yiśʔû  kəlimmātām  ʔet  yôrədê  bôr
Jud 9:11,wa tōmer  lāhem  ha təʔēnā  he ḥᵒdaltî  ʔet  motqî  wə ʔet  tənûbātî  ha ṭôbā  wə hālaktî  lā nûaʕ  ʕal  hā ʕēṣîm
Ps 148:12,baḥûrîm  wə gam  bətûlôt  zqēnîm  ʕim  nəʕārîm
Num 14:36,wə hā ʔănāšîm  ʔăšer  šālaḥ  mōšê  lā tûr  ʔet  hā ʔāreṣ  wa yāšubû  wa yallînû  ʕālāʸw  ʔet  kol  hā ʕēdā  lə hôṣî  dibbā  ʕal  hā ʔāreṣ
2 Sam 11:25,wa yōmer  dāwid  ʔel  ha malʔāk  kō  tōmar  ʔel  yôʔāb  ʔal  yēraʕ  bə ʕênêkā  ʔet  ha dābār  ha zê  kî  kā zō  wə kā zê  tōkal  he ḥāreb  haḥăzēq  milḥamtəkā  ʔel  hā ʕîr  wə horsāh  wə ḥazzəqēhû
1 Chr 15:14,wa yitqaddəšû  ha kōhănîm  wə ha ləwiyyim  lə haʕălôt  ʔet  ʔărôn  yəhwāh  ʔĕlōhê  yiśrāʔēl
2 Chr 4:8,wa yaʕaś  šulḥānôt  ʕăśārā  wa yannaḥ  ba  hêkāl  ḥămiššā  mi yāmîn  wa ḥămiššā  mi śəmôl  wa yaʕaś  mizrəqê  zāhāb  mēʔā
Jer 6:20,lāmmā  zê  lî  ləbônā  mi šəbā  tābô  wə qānê  ha ṭôb  mē ʔereṣ  merḥāq  ʕōlôtêkem  lō  lə rāṣôn  wə zibḥêkem  lō  ʕārəbû  lî
2 Kgs 17:36,kî  ʔim  ʔet  yəhwāh  ʔăšer  heʕĕlā  ʔetəkem  mē ʔereṣ  miṣrayim  bə kōaḥ  gādôl  û bi zərôaʕ  nəṭûyā  ʔōtô  tîrāʔû  wə lô  tištaḥăwû  wə lô  tizbāḥû
Ezek 31:13,ʕal  mappaltô  yiškənû  kol  ʕôp  ha šāmāyim  wə ʔel  pōrōtāʸw  hāyû  kōl  ḥayyat  ha śādê
1 Chr 9:24,lə ʔarbaʕ  rûḥôt  yihyû  ha šōʕărîm  mizrāḥ  yommā  ṣāpônā  wā negbā
Jer 48:3,qôl  ṣəʕāqā  mē ḥōrônāyim  šōd  wā šeber  gādôl
Deut 11:12,ʔereṣ  ʔăšer  yəhwāh  ʔĕlōhêkā  dōrēš  ʔōtāh  tāmîd  ʕênê  yəhwāh  ʔĕlōhêkā  bāh  mē rēšît  ha šānā  wə ʕad  ʔaḥărît  šānā
Lam 3:43,sakkōtā  bā  ʔap  wa tirdəpēnû  hāragtā  lō  ḥāmāləttā
Exod 40:2,bə yôm  ha ḥōdeš  hā rišôn  bə ʔeḥād  la  ḥōdeš  tāqîm  ʔet  miškan  ʔōhel  môʕēd
Ps 59:18,ʕuzzî  ʔēlêkā  ʔăzammērā  kî  ʔĕlōhîm  miśgabbî  ʔĕlōhê  ḥasdî
Josh 3:8,wə ʔattā  təṣawwê  ʔet  ha kōhănîm  nōśəʔê  ʔărôn  ha bərît  lē ʔmōr  kə bōʔăkem  ʕad  qəṣē  mê  ha yardēn  ba  yardēn  taʕămōdû
Job 5:25,w yādaʕtā  kî  rab  zarʕekā  w ṣeʔĕṣāʔêkā  kə ʕēśeb  hā ʔāreṣ
Num 13:1,wa yədabbēr  yəhwāh  ʔel  mōšê  lē ʔmōr
1 Chr 6:29,û bənê  mərārî  ʔăḥêhem  ʕal  ha śəmôl  ʔêtān  ben  qîšî  ben  ʕabdî  ben  mallûk
1 Chr 8:11,û mē ḥušîm  hôlîd  ʔet  ʔăbîṭûb  wə ʔet  ʔelpāʕal
Exod 1:11,wa yāśîmû  ʕālāʸw  śārê  missîm  ləmaʕan  ʕannōtô  bə siblōtām  wa yiben  ʕārê  miskənôt  lə parʕō  ʔet  pitōm  wə ʔet  raʕamsēs
Jer 27:10,kî  šeqer  hēm  nibbəʔîm  lākem  ləmaʕan  harḥîq  ʔetəkem  mē ʕal  ʔadmatəkem  wə hiddaḥtî  ʔetəkem  wa ʔăbadtem
Prov 10:25,ka ʕăbôr  sûpā  wə ʔên  rāšāʕ  w ṣaddîq  yəsôd  ʕôlām
Lev 14:15,wə lāqaḥ  ha kōhēn  mi lōg  ha šāmen  wə yāṣaq  ʕal  kap  ha kōhēn  ha śəmālît
Gen 39:7,wa yəhî  ʔaḥar  ha dəbārîm  hā ʔēllê  wa tiśśā  ʔēšet  ʔădōnāʸw  ʔet  ʕênêhā  ʔel  yôsēp  wa tōmer  šikəbā  ʕimmî
Job 38:37,mî  yəsappēr  šəḥāqîm  bə ḥokmā  wə niblê  šāmayim  mî  yaškîb
Josh 7:8,bî  ʔădōnāy  mā  ʔōmar  ʔaḥărê  ʔăšer  hāpak  yiśrāʔēl  ʕōrep  li pənê  ʔōyəbāʸw
Gen 2:2,wa yəkal  ʔĕlōhîm  ba  yôm  ha šəbîʕî  məlaktô  ʔăšer  ʕāśā  wa yišbōt  ba  yôm  ha šəbîʕî  mi kol  məlaktô  ʔăšer  ʕāśā
1 Sam 2:31,hinnē  yāmîm  bāʔîm  wə gādaʕtî  ʔet  zərōʕăkā  wə ʔet  zərōaʕ  bêt  ʔābîkā  mi həyôt  zāqēn  bə bêtekā
Neh 4:10,wa yəhî  min  ha yôm  ha hû  ḥăṣî  nəʕāray  ʕōśîm  ba  məlākā  wə ḥeṣyām  maḥăzîqîm  wə hā rəmāḥîm  ha māginnîm  wə ha qəšātôt  wə ha širyōnîm  wə ha śārîm  ʔaḥărê  kol  bêt  yəhûdā
Dan 10:6,û gəwiyyātô  kə taršîš  û pānāʸw  kə marʔē  bārāq  wə ʕênāʸw  kə lappîdê  ʔēš  û zərōʕōtāʸw  û margəlōtāʸw  kə ʕên  nəḥōšet  qālāl  wə qôl  dəbārāʸw  kə qôl  hāmôn
Lam 3:2,ʔôtî  nāhag  wa yōlak  ḥōšek  wə lō  ʔôr
Jer 31:8,hinnî  mēbî  ʔôtām  mē ʔereṣ  ṣāpôn  wə qibbaṣtîm  mi yarkətê  ʔāreṣ  bom  ʕiwwēr  û pissēaḥ  hārā  wə yōledet  yaḥdāw  qāhāl  gādôl  yāšûbû  hēnnā
2 Kgs 12:12,wə nātənû  ʔet  ha kesep  ha mətukkān  ʕal  yədê  ʕōśê  ha məlākā  ha mupqādîm  bêt  yəhwāh  wa yôṣîʔuhû  lə ḥārāšê  hā ʕēṣ  wə la  bōnîm  hā ʕōśîm  bêt  yəhwāh
1 Kgs 15:10,wə ʔarbāʕîm  wə ʔaḥat  šānā  mālak  bi yrûšālāim  wə šēm  ʔimmô  maʕăkā  bat  ʔăbîšālôm
1 Chr 29:7,wa yittənû  la ʕăbôdat  bêt  hā ʔĕlōhîm  zāhāb  kikkārîm  ḥămēšet  ʔălāpîm  wa ʔădarəkōnîm  ribbô  wə kesep  kikkārîm  ʕăśeret  ʔălāpîm  û nəḥōšet  ribbô  û šəmônat  ʔălāpîm  kikkārîm  û barzel  mēʔā  ʔelep  kikkārîm
